outcome,scenario,theta_true,method,R,decision,decision_mcse,coverage,coverage_mcse,bias,rmse,mean_M,mean_rhat
continuous,I,0.4,no_borrowing,1000,0.866,0.010772372069326236,0.941,0.007451107300260817,0.0009079438954184393,0.1450347471524455,0.0,
continuous,I,0.4,pooling,1000,0.971,0.005306505441436956,0.955,0.00655553201502365,-0.0002946748675357247,0.1134412036898632,300.0,
continuous,I,0.4,ps_power_prior,1000,0.946,0.0071473071852271785,0.954,0.006624499981130654,-0.0003541210148455285,0.11957412445162312,100.0,
continuous,I,0.4,ps_uip_c,1000,0.928,0.00817410545564467,0.924,0.008379976133617564,0.003100725249348803,0.1321047046762828,145.0626309664643,
continuous,I,0.4,standard_uip,1000,0.961,0.006122009474020767,0.947,0.007084560677981384,-0.0007161645516216218,0.11728872675965857,300.0,
continuous,R1,0.0,no_borrowing,1000,0.048,0.006759881655768835,0.943,0.007331507348424336,-0.005455037761476248,0.14428806295281346,0.0,
continuous,R1,0.0,pooling,1000,0.063,0.007683163410991596,0.954,0.006624499981130654,0.014348350231184042,0.1256747765072579,300.0,
continuous,R1,0.0,ps_power_prior,1000,0.118,0.01020176455325254,0.89,0.009894442884771228,0.030714693098893263,0.14891837547361408,80.33368671983833,
continuous,R1,0.0,ps_uip_c,1000,0.064,0.007739767438366608,0.931,0.008014923580421711,-0.0029151798192393057,0.14147323707498255,34.925340991908726,
continuous,R1,0.0,standard_uip,1000,0.123,0.010386096475577337,0.914,0.008865889690267975,0.060742784155376046,0.14004529077803166,300.0,
continuous,R1,0.4,no_borrowing,1000,0.87,0.010634848376916336,0.953,0.00669260786241059,0.0029463698913078213,0.14312813810240493,0.0,
continuous,R1,0.4,pooling,1000,0.94,0.007509993342207438,0.949,0.006956938982052382,0.01679988840329783,0.12752284248410653,300.0,
continuous,R1,0.4,ps_power_prior,1000,0.934,0.007851369307324675,0.877,0.010386096475577337,0.03036838594219194,0.15526694469414476,79.74297050872809,
continuous,R1,0.4,ps_uip_c,1000,0.91,0.009049861877399012,0.93,0.008068457101577721,0.004269118029152644,0.14118332099835315,34.58504644033462,
continuous,R1,0.4,standard_uip,1000,0.981,0.004317290817167639,0.918,0.008676174272108645,0.06283982488736617,0.1420887662381423,300.0,
continuous,R2,0.0,no_borrowing,1000,0.067,0.007906389820898032,0.944,0.007270763371201131,0.009547989165418314,0.14814217289194329,0.0,
continuous,R2,0.0,pooling,1000,0.075,0.008329165624478841,0.945,0.007209368904418752,0.02635113608335864,0.1290815984201155,300.0,
